location_set_version_id,location_set_id,location_id,parent_id,path_to_top_parent,level,is_estimate,most_detailed,sort_order,location_name,location_ascii_name,location_name_short,location_type_id,location_type,map_id,super_region_id,super_region_name,region_id,region_name,ihme_loc_id,local_id,developed,start_date,end_date,date_inserted,last_updated,last_updated_by,last_updated_action,lancet_label,numInCount
361,1,118,104,"1,103,104,118",3,1,1,115.0,Suriname,Suriname,Suriname,2,admin0,SUR,103.0,Latin America and Caribbean,104.0,Caribbean,SUR,SUR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Suriname,0
361,1,119,104,"1,103,104,119",3,1,1,116.0,Trinidad and Tobago,Trinidad and Tobago,Trinidad Tobago,2,admin0,TTO,103.0,Latin America and Caribbean,104.0,Caribbean,TTO,TTO,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Trinidad and Tobago,0
361,1,422,104,"1,103,104,422",3,1,1,117.0,"Virgin Islands, U.S.","Virgin Islands, U.S.",Virgin Isl US,8,nonsovereign,,103.0,Latin America and Caribbean,104.0,Caribbean,VIR,VIR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,"Virgin Islands, U.S.",0
361,1,135,134,"1,103,134,135",3,0,1,119.0,Brazil,Brazil,Brazil,2,admin0,BRA,103.0,Latin America and Caribbean,134.0,Tropical Latin America,BRA,BRA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Brazil,0
361,1,136,134,"1,103,134,136",3,1,1,120.0,Paraguay,Paraguay,Paraguay,2,admin0,PRY,103.0,Latin America and Caribbean,134.0,Tropical Latin America,PRY,PRY,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Paraguay,0
361,1,6,5,"1,4,5,6",3,0,1,123.0,China,China,China,2,admin0,CHN,4.0,"Southeast Asia, East Asia, and Oceania",5.0,East Asia,CHN,CHN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,China,0
361,1,7,5,"1,4,5,7",3,1,1,124.0,North Korea,North Korea,N Korea,2,admin0,PRK,4.0,"Southeast Asia, East Asia, and Oceania",5.0,East Asia,PRK,PRK,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,North Korea,0
361,1,8,5,"1,4,5,8",3,1,1,125.0,Taiwan,Taiwan,Taiwan,2,admin0,71000000,4.0,"Southeast Asia, East Asia, and Oceania",5.0,East Asia,TWN,TWN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Taiwan,0
361,1,10,9,"1,4,9,10",3,1,1,127.0,Cambodia,Cambodia,Cambodia,2,admin0,KHM,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,KHM,KHM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Cambodia,0
361,1,11,9,"1,4,9,11",3,1,1,128.0,Indonesia,Indonesia,Indonesia,2,admin0,IDN,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,IDN,IDN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Indonesia,0
361,1,12,9,"1,4,9,12",3,1,1,129.0,Laos,Laos,Laos,2,admin0,LAO,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,LAO,LAO,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Laos,0
361,1,13,9,"1,4,9,13",3,1,1,130.0,Malaysia,Malaysia,Malaysia,2,admin0,MYS,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,MYS,MYS,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Malaysia,0
361,1,14,9,"1,4,9,14",3,1,1,131.0,Maldives,Maldives,Maldives,2,admin0,MDV,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,MDV,MDV,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Maldives,0
361,1,183,9,"1,4,9,183",3,1,1,132.0,Mauritius,Mauritius,Mauritius,2,admin0,MUS,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,MUS,MUS,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Mauritius,0
361,1,15,9,"1,4,9,15",3,1,1,133.0,Myanmar,Myanmar,Myanmar,2,admin0,MMR,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,MMR,MMR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Myanmar,0
361,1,16,9,"1,4,9,16",3,1,1,134.0,Philippines,Philippines,Philippines,2,admin0,PHL,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,PHL,PHL,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Philippines,0
361,1,17,9,"1,4,9,17",3,1,1,135.0,Sri Lanka,Sri Lanka,Sri Lanka,2,admin0,LKA,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,LKA,LKA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Sri Lanka,1
361,1,186,9,"1,4,9,186",3,1,1,136.0,Seychelles,Seychelles,Seychelles,2,admin0,SYC,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,SYC,SYC,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Seychelles,0
361,1,18,9,"1,4,9,18",3,1,1,137.0,Thailand,Thailand,Thailand,2,admin0,THA,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,THA,THA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Thailand,0
361,1,19,9,"1,4,9,19",3,1,1,138.0,Timor-Leste,Timor-Leste,Timor-Leste,2,admin0,TLS,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,TLS,TLS,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Timor-Leste,0
361,1,20,9,"1,4,9,20",3,1,1,139.0,Vietnam,Vietnam,Vietnam,2,admin0,VNM,4.0,"Southeast Asia, East Asia, and Oceania",9.0,Southeast Asia,VNM,VNM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Vietnam,1
361,1,298,21,"1,4,21,298",3,1,1,141.0,American Samoa,American Samoa,Am Samoa,8,nonsovereign,,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,ASM,ASM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,American Samoa,0
361,1,25,21,"1,4,21,25",3,1,1,142.0,Federated States of Micronesia,Federated States of Micronesia,Micronesia,2,admin0,FSM,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,FSM,FSM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Federated States of Micronesia,0
361,1,22,21,"1,4,21,22",3,1,1,143.0,Fiji,Fiji,Fiji,2,admin0,FJI,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,FJI,FJI,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Fiji,0
361,1,351,21,"1,4,21,351",3,1,1,144.0,Guam,Guam,Guam,8,nonsovereign,,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,GUM,GUM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Guam,0
361,1,23,21,"1,4,21,23",3,1,1,145.0,Kiribati,Kiribati,Kiribati,2,admin0,KIR,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,KIR,KIR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Kiribati,0
361,1,24,21,"1,4,21,24",3,1,1,146.0,Marshall Islands,Marshall Islands,Marshall,2,admin0,MHL,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,MHL,MHL,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Marshall Islands,0
361,1,376,21,"1,4,21,376",3,1,1,147.0,Northern Mariana Islands,Northern Mariana Islands,N Mariana,8,nonsovereign,,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,MNP,MNP,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Northern Mariana Islands,0
361,1,26,21,"1,4,21,26",3,1,1,148.0,Papua New Guinea,Papua New Guinea,PNG,2,admin0,PNG,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,PNG,PNG,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Papua New Guinea,0
361,1,27,21,"1,4,21,27",3,1,1,149.0,Samoa,Samoa,Samoa,2,admin0,WSM,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,WSM,WSM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Samoa,0
361,1,28,21,"1,4,21,28",3,1,1,150.0,Solomon Islands,Solomon Islands,Solomon,2,admin0,SLB,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,SLB,SLB,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Solomon Islands,0
361,1,29,21,"1,4,21,29",3,1,1,151.0,Tonga,Tonga,Tonga,2,admin0,TON,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,TON,TON,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Tonga,0
361,1,30,21,"1,4,21,30",3,1,1,152.0,Vanuatu,Vanuatu,Vanuatu,2,admin0,VUT,4.0,"Southeast Asia, East Asia, and Oceania",21.0,Oceania,VUT,VUT,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Vanuatu,0
361,1,160,138,"1,137,138,160",3,1,1,155.0,Afghanistan,Afghanistan,Afghanistan,2,admin0,AFG,137.0,North Africa and Middle East,138.0,North Africa and Middle East,AFG,AFG,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Afghanistan,0
361,1,139,138,"1,137,138,139",3,1,1,156.0,Algeria,Algeria,Algeria,2,admin0,DZA,137.0,North Africa and Middle East,138.0,North Africa and Middle East,DZA,DZA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Algeria,0
361,1,140,138,"1,137,138,140",3,1,1,157.0,Bahrain,Bahrain,Bahrain,2,admin0,BHR,137.0,North Africa and Middle East,138.0,North Africa and Middle East,BHR,BHR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Bahrain,0
361,1,141,138,"1,137,138,141",3,1,1,158.0,Egypt,Egypt,Egypt,2,admin0,EGY,137.0,North Africa and Middle East,138.0,North Africa and Middle East,EGY,EGY,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Egypt,0
361,1,142,138,"1,137,138,142",3,1,1,159.0,Iran,Iran,Iran,2,admin0,IRN,137.0,North Africa and Middle East,138.0,North Africa and Middle East,IRN,IRN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Iran,10
361,1,143,138,"1,137,138,143",3,1,1,160.0,Iraq,Iraq,Iraq,2,admin0,IRQ,137.0,North Africa and Middle East,138.0,North Africa and Middle East,IRQ,IRQ,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Iraq,0
361,1,144,138,"1,137,138,144",3,1,1,161.0,Jordan,Jordan,Jordan,2,admin0,JOR,137.0,North Africa and Middle East,138.0,North Africa and Middle East,JOR,JOR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Jordan,0
361,1,145,138,"1,137,138,145",3,1,1,162.0,Kuwait,Kuwait,Kuwait,2,admin0,KWT,137.0,North Africa and Middle East,138.0,North Africa and Middle East,KWT,KWT,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Kuwait,0
361,1,146,138,"1,137,138,146",3,1,1,163.0,Lebanon,Lebanon,Lebanon,2,admin0,LBN,137.0,North Africa and Middle East,138.0,North Africa and Middle East,LBN,LBN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Lebanon,0
361,1,147,138,"1,137,138,147",3,1,1,164.0,Libya,Libya,Libya,2,admin0,LBY,137.0,North Africa and Middle East,138.0,North Africa and Middle East,LBY,LBY,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Libya,0
361,1,148,138,"1,137,138,148",3,1,1,165.0,Morocco,Morocco,Morocco,2,admin0,MAR,137.0,North Africa and Middle East,138.0,North Africa and Middle East,MAR,MAR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Morocco,0
361,1,149,138,"1,137,138,149",3,1,1,166.0,Palestine,Palestine,Palestine,2,admin0,PSE,137.0,North Africa and Middle East,138.0,North Africa and Middle East,PSE,PSE,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Palestine,0
361,1,150,138,"1,137,138,150",3,1,1,167.0,Oman,Oman,Oman,2,admin0,OMN,137.0,North Africa and Middle East,138.0,North Africa and Middle East,OMN,OMN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Oman,0
361,1,151,138,"1,137,138,151",3,1,1,168.0,Qatar,Qatar,Qatar,2,admin0,QAT,137.0,North Africa and Middle East,138.0,North Africa and Middle East,QAT,QAT,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Qatar,1
361,1,152,138,"1,137,138,152",3,0,1,169.0,Saudi Arabia,Saudi Arabia,Saudi Arabia,2,admin0,SAU,137.0,North Africa and Middle East,138.0,North Africa and Middle East,SAU,SAU,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Saudi Arabia,0
361,1,522,138,"1,137,138,522",3,1,1,170.0,Sudan,Sudan,Sudan,2,admin0,,137.0,North Africa and Middle East,138.0,North Africa and Middle East,SDN,SDN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Sudan,0
361,1,153,138,"1,137,138,153",3,1,1,171.0,Syria,Syria,Syria,2,admin0,SYR,137.0,North Africa and Middle East,138.0,North Africa and Middle East,SYR,SYR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Syria,0
361,1,154,138,"1,137,138,154",3,1,1,172.0,Tunisia,Tunisia,Tunisia,2,admin0,TUN,137.0,North Africa and Middle East,138.0,North Africa and Middle East,TUN,TUN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Tunisia,0
361,1,155,138,"1,137,138,155",3,1,1,173.0,Turkey,Turkey,Turkey,2,admin0,TUR,137.0,North Africa and Middle East,138.0,North Africa and Middle East,TUR,TUR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Turkey,0
361,1,156,138,"1,137,138,156",3,1,1,174.0,United Arab Emirates,United Arab Emirates,UAE,2,admin0,ARE,137.0,North Africa and Middle East,138.0,North Africa and Middle East,ARE,ARE,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,United Arab Emirates,0
361,1,157,138,"1,137,138,157",3,1,1,175.0,Yemen,Yemen,Yemen,2,admin0,YEM,137.0,North Africa and Middle East,138.0,North Africa and Middle East,YEM,YEM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Yemen,0
361,1,161,159,"1,158,159,161",3,1,1,178.0,Bangladesh,Bangladesh,Bangladesh,2,admin0,BGD,158.0,South Asia,159.0,South Asia,BGD,BGD,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Bangladesh,1
361,1,162,159,"1,158,159,162",3,1,1,179.0,Bhutan,Bhutan,Bhutan,2,admin0,BTN,158.0,South Asia,159.0,South Asia,BTN,BTN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Bhutan,0
361,1,163,159,"1,158,159,163",3,0,0,180.0,India,India,India,2,admin0,IND,158.0,South Asia,159.0,South Asia,IND,IND,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,India,3
361,1,164,159,"1,158,159,164",3,1,1,181.0,Nepal,Nepal,Nepal,2,admin0,NPL,158.0,South Asia,159.0,South Asia,NPL,NPL,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Nepal,1
361,1,165,159,"1,158,159,165",3,1,1,182.0,Pakistan,Pakistan,Pakistan,2,admin0,PAK,158.0,South Asia,159.0,South Asia,PAK,PAK,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Pakistan,0
361,1,193,192,"1,166,192,193",3,1,1,185.0,Botswana,Botswana,Botswana,2,admin0,BWA,166.0,Sub-Saharan Africa,192.0,Southern Sub-Saharan Africa,BWA,BWA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Botswana,0
361,1,194,192,"1,166,192,194",3,1,1,186.0,Lesotho,Lesotho,Lesotho,2,admin0,LSO,166.0,Sub-Saharan Africa,192.0,Southern Sub-Saharan Africa,LSO,LSO,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Lesotho,0
361,1,195,192,"1,166,192,195",3,1,1,187.0,Namibia,Namibia,Namibia,2,admin0,NAM,166.0,Sub-Saharan Africa,192.0,Southern Sub-Saharan Africa,NAM,NAM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Namibia,0
361,1,196,192,"1,166,192,196",3,0,1,188.0,South Africa,South Africa,S Africa,2,admin0,ZAF,166.0,Sub-Saharan Africa,192.0,Southern Sub-Saharan Africa,ZAF,ZAF,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,South Africa,1
361,1,197,192,"1,166,192,197",3,1,1,189.0,Swaziland,Swaziland,Swaziland,2,admin0,SWZ,166.0,Sub-Saharan Africa,192.0,Southern Sub-Saharan Africa,SWZ,SWZ,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Swaziland,0
361,1,198,192,"1,166,192,198",3,1,1,190.0,Zimbabwe,Zimbabwe,Zimbabwe,2,admin0,ZWE,166.0,Sub-Saharan Africa,192.0,Southern Sub-Saharan Africa,ZWE,ZWE,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Zimbabwe,1
361,1,200,199,"1,166,199,200",3,1,1,192.0,Benin,Benin,Benin,2,admin0,BEN,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,BEN,BEN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Benin,0
361,1,201,199,"1,166,199,201",3,1,1,193.0,Burkina Faso,Burkina Faso,Burkina Faso,2,admin0,BFA,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,BFA,BFA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Burkina Faso,0
361,1,202,199,"1,166,199,202",3,1,1,194.0,Cameroon,Cameroon,Cameroon,2,admin0,CMR,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,CMR,CMR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Cameroon,0
361,1,203,199,"1,166,199,203",3,1,1,195.0,Cape Verde,Cape Verde,Cape Verde,2,admin0,CPV,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,CPV,CPV,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Cape Verde,0
361,1,204,199,"1,166,199,204",3,1,1,196.0,Chad,Chad,Chad,2,admin0,TCD,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,TCD,TCD,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Chad,0
361,1,205,199,"1,166,199,205",3,1,1,197.0,Cote d'Ivoire,Cote d'Ivoire,Cote d'Ivoire,2,admin0,CIV,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,CIV,CIV,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Cote d'Ivoire,0
361,1,206,199,"1,166,199,206",3,1,1,198.0,The Gambia,The Gambia,Gambia,2,admin0,GMB,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,GMB,GMB,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,The Gambia,0
361,1,207,199,"1,166,199,207",3,1,1,199.0,Ghana,Ghana,Ghana,2,admin0,GHA,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,GHA,GHA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Ghana,0
361,1,208,199,"1,166,199,208",3,1,1,200.0,Guinea,Guinea,Guinea,2,admin0,GIN,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,GIN,GIN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Guinea,0
361,1,209,199,"1,166,199,209",3,1,1,201.0,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,2,admin0,GNB,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,GNB,GNB,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Guinea-Bissau,0
361,1,210,199,"1,166,199,210",3,1,1,202.0,Liberia,Liberia,Liberia,2,admin0,LBR,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,LBR,LBR,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Liberia,0
361,1,211,199,"1,166,199,211",3,1,1,203.0,Mali,Mali,Mali,2,admin0,MLI,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,MLI,MLI,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Mali,0
361,1,212,199,"1,166,199,212",3,1,1,204.0,Mauritania,Mauritania,Mauritania,2,admin0,MRT,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,MRT,MRT,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Mauritania,0
361,1,213,199,"1,166,199,213",3,1,1,205.0,Niger,Niger,Niger,2,admin0,NER,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,NER,NER,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Niger,0
361,1,214,199,"1,166,199,214",3,1,1,206.0,Nigeria,Nigeria,Nigeria,2,admin0,NGA,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,NGA,NGA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Nigeria,0
361,1,215,199,"1,166,199,215",3,1,1,207.0,Sao Tome and Principe,Sao Tome and Principe,Sao Tome Principe,2,admin0,STP,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,STP,STP,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Sao Tome and Principe,0
361,1,216,199,"1,166,199,216",3,1,1,208.0,Senegal,Senegal,Senegal,2,admin0,SEN,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,SEN,SEN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Senegal,0
361,1,217,199,"1,166,199,217",3,1,1,209.0,Sierra Leone,Sierra Leone,Sierra Leone,2,admin0,SLE,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,SLE,SLE,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Sierra Leone,0
361,1,218,199,"1,166,199,218",3,1,1,210.0,Togo,Togo,Togo,2,admin0,TGO,166.0,Sub-Saharan Africa,199.0,Western Sub-Saharan Africa,TGO,TGO,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Togo,0
361,1,175,174,"1,166,174,175",3,1,1,212.0,Burundi,Burundi,Burundi,2,admin0,BDI,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,BDI,BDI,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Burundi,0
361,1,176,174,"1,166,174,176",3,1,1,213.0,Comoros,Comoros,Comoros,2,admin0,COM,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,COM,COM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Comoros,0
361,1,177,174,"1,166,174,177",3,1,1,214.0,Djibouti,Djibouti,Djibouti,2,admin0,DJI,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,DJI,DJI,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Djibouti,0
361,1,178,174,"1,166,174,178",3,1,1,215.0,Eritrea,Eritrea,Eritrea,2,admin0,ERI,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,ERI,ERI,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Eritrea,0
361,1,179,174,"1,166,174,179",3,1,1,216.0,Ethiopia,Ethiopia,Ethiopia,2,admin0,ETH,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,ETH,ETH,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Ethiopia,4
